DEFAULT_REWARD_AND_ACTION_CHANGE_FREQ,DEFAULT_EPISODE_LEN_SEC,DEFAULT_REWARD_FOR_NEW_FIELD,DEFAULT_Punishment_for_Step,DEFAULT_EVAL_FREQ,DEFAULT_EVAL_EPISODES,DEFAULT_TRAIN_TIMESTEPS,DEFAULT_TARGET_REWARD,DEFAULT_NUMBER_LAST_ACTIONS,DEFAULT_PYB_FREQ,DEFAULT_CTRL_FREQ,DEFAULT_REWARD_AND_ACTION_CHANGE_FREQ,DEFAULT_EPISODE_LEN_SEC,DEFAULT_Multiplier_Collision_Penalty,DEFAULT_VelocityScale,DEFAULT_explore_Matrix_Size,DEFAULT_collision_penalty_terminated,DEFAULT_Terminated_Wall_Distance,DEFAULT_no_collision_reward,DEFAULT_Punishment_for_Walls,DEFAULT_Influence_of_Walls,DEFAULT_USE_PRETRAINED_MODEL,DEFAULT_PRETRAINED_MODEL_PATH,DEFAULT_List_MazesToUse,DEFAULT_List_Start_PositionsToUse,DEFAULT_MaxRoundsOnOneMaze,DEFAULT_MaxRoundsSameStartingPositions
2,300,4,-0.5,50000.0,1,1080000,99999999999999,20,100,50,2,300,2,0.5,5,-100,0.15,1,False,/home/florian/Documents/gym-pybullet-drones/gym_pybullet_drones/Auswertung_der_Modelle_Archieve/M6_R6_O5_A3_TR1_T1_20250407-013856/save-04.07.2025_01.38.56/best_model.zip,20,8,4,"(22, 23, 24, 25)","(0, 1, 2, 3, 4, 5, 6, 7, 8, 9)",6,2

Runde,Terminated,Truncated,Map-Abgedeckt,Wand berührungen,Summe Reward,Flugzeit der Runde,Maze_number,Start-Position,Uhrzeit Welt
142,kein_Terminated,Zeit abgelaufen,0.15,193,-7862.0,300.5,24,3,20250411-010019
143,kein_Terminated,Zeit abgelaufen,0.12,1,1661.0,300.5,24,3,20250411-010043
144,kein_Terminated,Zeit abgelaufen,0.16,160,-5795.0,300.5,24,3,20250411-010106
145,kein_Terminated,Zeit abgelaufen,0.16,140,-4886.0,300.5,24,3,20250411-010130
146,kein_Terminated,Zeit abgelaufen,0.15,26,1733.0,300.5,24,3,20250411-010153
147,kein_Terminated,Zeit abgelaufen,0.18,57,2126.0,300.5,23,3,20250411-010217
148,kein_Terminated,Zeit abgelaufen,0.13,17,1817.0,300.5,23,3,20250411-010240
149,kein_Terminated,Zeit abgelaufen,0.16,9,2197.0,300.5,23,0,20250411-010303
150,kein_Terminated,Zeit abgelaufen,0.17,49,1929.0,300.5,23,0,20250411-010327
151,kein_Terminated,Zeit abgelaufen,0.16,276,-7713.0,300.5,23,0,20250411-010351
152,kein_Terminated,Zeit abgelaufen,0.18,80,502.0,300.5,23,0,20250411-010414
153,kein_Terminated,Zeit abgelaufen,0.2,251,-9933.0,300.5,23,0,20250411-010437
154,kein_Terminated,Zeit abgelaufen,0.18,24,2041.0,300.5,22,0,20250411-010501
155,kein_Terminated,Zeit abgelaufen,0.2,57,1161.0,300.5,22,0,20250411-010523
156,kein_Terminated,Zeit abgelaufen,0.14,0,2037.0,300.5,22,0,20250411-010545
157,kein_Terminated,Zeit abgelaufen,0.19,182,-3459.0,300.5,22,0,20250411-010609
158,kein_Terminated,Zeit abgelaufen,0.16,146,-4275.0,300.5,22,0,20250411-010631
159,kein_Terminated,Zeit abgelaufen,0.18,86,-3825.0,300.5,22,0,20250411-010654
160,kein_Terminated,Zeit abgelaufen,0.16,270,-15696.0,300.5,22,0,20250411-010717
161,kein_Terminated,Zeit abgelaufen,0.15,0,2105.0,300.5,22,0,20250411-010740
162,kein_Terminated,Zeit abgelaufen,0.15,75,-1773.0,300.5,22,0,20250411-010802
163,kein_Terminated,Zeit abgelaufen,0.14,38,-59.0,300.5,22,4,20250411-010824
164,kein_Terminated,Zeit abgelaufen,0.14,81,-2120.0,300.5,22,4,20250411-010847
165,kein_Terminated,Zeit abgelaufen,0.13,38,-349.0,300.5,22,4,20250411-010910
166,kein_Terminated,Zeit abgelaufen,0.15,11,1806.0,300.5,22,4,20250411-010932
2,kein_Terminated,Zeit abgelaufen,0.09,157,-6485.0,300.5,22,6,20250411-011001
167,kein_Terminated,Zeit abgelaufen,0.15,28,1430.0,300.5,22,4,20250411-011018
168,kein_Terminated,Zeit abgelaufen,0.12,133,-5087.0,300.5,23,4,20250411-011041
169,kein_Terminated,Zeit abgelaufen,0.17,71,-827.0,300.5,23,4,20250411-011104
170,kein_Terminated,Zeit abgelaufen,0.1,167,-5945.0,300.5,23,5,20250411-011127
171,kein_Terminated,Zeit abgelaufen,0.12,241,-16516.0,300.5,23,5,20250411-011151
172,kein_Terminated,Zeit abgelaufen,0.15,209,-15699.0,300.5,23,5,20250411-011214
173,kein_Terminated,Zeit abgelaufen,0.13,151,-10126.0,300.5,23,5,20250411-011237
174,kein_Terminated,Zeit abgelaufen,0.14,101,-6672.0,300.5,23,5,20250411-011302
175,kein_Terminated,Zeit abgelaufen,0.18,234,-3909.0,300.5,25,5,20250411-011328
176,kein_Terminated,Zeit abgelaufen,0.16,253,-3838.0,300.5,25,5,20250411-011355
177,kein_Terminated,Zeit abgelaufen,0.18,215,-9990.0,300.5,25,0,20250411-011424
178,kein_Terminated,Zeit abgelaufen,0.16,254,-14387.0,300.5,25,0,20250411-011450
179,kein_Terminated,Zeit abgelaufen,0.12,249,-7983.0,300.5,25,0,20250411-011517
180,kein_Terminated,Zeit abgelaufen,0.14,288,-12401.0,300.5,25,0,20250411-011544
181,kein_Terminated,Zeit abgelaufen,0.18,182,-4713.0,300.5,25,0,20250411-011612
182,kein_Terminated,Zeit abgelaufen,0.14,171,-5852.0,300.5,25,0,20250411-011640
183,kein_Terminated,Zeit abgelaufen,0.18,178,-4556.0,300.5,25,0,20250411-011708
